timestamp,type_id,best_buy,best_sell
2026-09-23T00:05:00.052Z,1877,675600,736800
2026-09-23T00:05:00.052Z,57487,168600000,204900000
2026-09-23T00:05:00.052Z,31179,200700,272800
2026-09-23T00:05:00.052Z,19335,299700000,356000000
2026-09-23T00:05:00.052Z,47790,618000,1250000
2026-09-23T00:05:00.052Z,17317,51400,54950
2026-09-23T00:05:00.052Z,24507,342.6,409.5
2026-09-23T00:05:00.052Z,1952,834800,970000
2026-09-23T00:05:00.052Z,47739,4080000,5267000
2026-09-23T00:05:00.052Z,47902,8712000,8728000
2026-09-23T00:05:00.052Z,37612,51600000,57950000
2026-09-23T00:05:00.052Z,204,165.1,184.6
2026-09-23T00:05:00.052Z,47028,39170000,41980000
2026-09-23T00:05:00.052Z,31282,12170000,12180000
2026-09-23T00:05:00.052Z,31658,12570,203800
2026-09-23T00:05:00.052Z,47297,24710000,24730000
2026-09-23T00:05:00.052Z,48112,32140,32150
2026-09-23T00:05:00.052Z,2420,3777000,4144000
2026-09-23T00:05:00.052Z,5281,2106,7000
2026-09-23T00:05:00.052Z,35660,7401,12590
2026-09-23T00:05:00.052Z,21021,11270000,12300000
2026-09-23T00:05:00.052Z,18865,56080000,61960000
2026-09-23T00:05:00.052Z,12765,212.9,295
2026-09-23T00:05:00.052Z,31029,7327000,9146000
2026-09-23T00:05:00.052Z,84165,560200,1970000
2026-09-23T00:05:00.052Z,31546,7648000,15830000
2026-09-23T00:05:00.052Z,31534,14230000,16480000
2026-09-23T00:05:00.052Z,25608,306300,358700
2026-09-23T00:05:00.052Z,12761,270.1,300
2026-09-23T00:05:00.052Z,5321,3580,7887
2026-09-23T00:05:00.052Z,41220,54540000,59600000
2026-09-23T00:05:00.052Z,94129,10000,98900
2026-09-23T00:05:00.052Z,13948,6109000,7191000
2026-09-23T00:05:00.052Z,29990,222100000,236500000
2026-09-23T00:05:00.052Z,1832,145.2,219.9
2026-09-23T00:05:00.052Z,9580,161100,174500
2026-09-23T00:05:00.052Z,20505,547100000,697900000
2026-09-23T00:05:00.052Z,16648,7347,7877
2026-09-23T00:05:00.052Z,35659,12910,15720
2026-09-23T00:05:00.052Z,94144,80200,239000
2026-09-23T00:05:00.052Z,47874,759800,2300000
2026-09-23T00:05:00.052Z,18710,184100000,200000000
2026-09-23T00:05:00.052Z,21025,14500000,16550000
2026-09-23T00:05:00.052Z,25605,24540,26480
2026-09-23T00:05:00.052Z,33792,4930000,17900000
2026-09-23T00:05:00.052Z,37608,2673000,2898000
2026-09-23T00:05:00.052Z,90523,11700000,11750000
2026-09-23T00:05:00.052Z,24560,7097000,13170000
2026-09-23T00:05:00.052Z,11317,253200,338800
2026-09-23T00:05:00.052Z,82311,720,1287
2026-09-23T00:05:00.052Z,85395,334500,385900
2026-09-23T00:05:00.052Z,20781,26030,36750
2026-09-23T00:05:00.052Z,31564,444500,948900
2026-09-23T00:05:00.052Z,19225,2617000,5214000
2026-09-23T00:05:00.052Z,14278,198500,272900
2026-09-23T00:05:00.052Z,47901,2152000,2153000
2026-09-23T00:05:00.052Z,5320,5800,13560
2026-09-23T00:05:00.052Z,26376,63820000,84940000
2026-09-23T00:05:00.052Z,47270,60550000,67560000
2026-09-23T00:05:00.052Z,20210,348900,739500
2026-09-23T00:05:00.052Z,19197,525000000,547000000
2026-09-23T00:05:00.052Z,13972,3727000,4217000
2026-09-23T00:05:00.052Z,15508,18070,29480
2026-09-23T00:05:00.052Z,94127,20000,86180
2026-09-23T00:05:00.052Z,84172,120000,798600
2026-09-23T00:05:00.052Z,35662,520900,568400
2026-09-23T00:05:00.052Z,14266,41070000,50650000
2026-09-23T00:05:00.052Z,16533,173900,245700
2026-09-23T00:05:00.052Z,16668,24780,28880
2026-09-23T00:05:00.052Z,47907,22160000,24750000
2026-09-23T00:05:00.052Z,85640,120900,1845000
2026-09-23T00:05:00.052Z,21019,8011000,10700000
2026-09-23T00:05:00.052Z,3995,1753000,2123000
2026-09-23T00:05:00.052Z,60674,7120,969000
2026-09-23T00:05:00.052Z,62537,150.1,185.3
2026-09-23T00:05:00.052Z,14072,44700000,49260000
2026-09-23T00:05:00.052Z,29996,9053000,23870000
2026-09-23T00:05:00.052Z,5439,4271,12970
2026-09-23T00:05:00.052Z,15764,89870000,97720000
2026-09-23T00:05:00.052Z,96333,31190000,37900000
2026-09-23T00:05:00.052Z,9842,11980,12760
2026-09-23T00:05:00.052Z,72872,117300000,123300000
2026-09-23T00:05:00.052Z,31119,67300,223600
2026-09-23T00:05:00.052Z,27196,23420000,27410000
2026-09-23T00:05:00.052Z,2354,76310,83960
2026-09-23T00:05:00.052Z,31047,1597000,1773000
2026-09-23T00:05:00.052Z,31113,12270000,12650000
2026-09-23T00:05:00.052Z,32031,11380000,14190000
2026-09-23T00:05:00.052Z,31041,6338000,9628000
2026-09-23T00:05:00.052Z,31390,3031000,4916000
2026-09-23T00:05:00.052Z,12011,102900000,106900000
2026-09-23T00:05:00.052Z,5839,1500000,1688000
2026-09-23T00:05:00.052Z,31676,4151000,7536000
2026-09-23T00:05:00.052Z,14268,138800000,148600000
2026-09-23T00:05:00.052Z,81350,98.18,137.9
2026-09-23T00:05:00.052Z,2977,569100,649500
2026-09-23T00:05:00.052Z,33101,1144000,1486000
2026-09-23T00:05:00.052Z,9622,20030,28900
2026-09-23T00:05:00.052Z,89955,2636000,3636000
2026-09-23T00:05:00.052Z,47466,209200000,224700000
2026-09-23T00:05:00.052Z,45590,28970000,34830000
2026-09-23T00:05:00.052Z,2205,322100,349500
2026-09-23T00:05:00.052Z,17893,505500,584800
2026-09-23T00:05:00.052Z,22464,32590000,39990000
2026-09-23T00:05:00.052Z,81065,63700,70940
2026-09-23T00:05:00.052Z,37611,2646000,2898000
2026-09-23T00:05:00.052Z,47906,7418000,7420000
2026-09-23T00:05:00.052Z,16537,12950000,18950000
2026-09-23T00:05:00.052Z,27391,305,597
2026-09-23T00:05:00.052Z,26302,65550000,69190000
2026-09-23T00:05:00.052Z,31570,7600000,15170000
2026-09-23T00:05:00.052Z,262,120600,136000
2026-09-23T00:05:00.052Z,30375,9046,9342
2026-09-23T00:05:00.052Z,41215,20000000,22480000
2026-09-23T00:05:00.052Z,603,94700,94710
